RespondentID,AI_Adoption,AI_WorkflowCoverage_Current,AI_ToolBreadth_Absolute,AI_ToolBreadth_Relative,AI_Attitude,AI_Trust,AI_Threat,AI_ExpectedBenefits_Efficiency,AI_ExpectedBenefits_Learning,AI_ExpectedBenefits_Quality,AI_ExpectedBenefits_Collab,AI_ComplexHandling,JobSatisfaction,AI_UseForLearning
22531,100.0,25.0,2,16.666666666666664,75.0,50.0,0.0,0.0,100.0,0.0,0.0,25.0,,0
22532,0.0,0.0,0,0.0,,,,,,,,,30.0,0
22533,0.0,0.0,0,0.0,,,,,,,,,,0
22534,0.0,0.0,0,0.0,,,,,,,,,40.0,0
22535,30.0,0.0,1,8.333333333333332,50.0,,50.0,,,,,,80.0,0
22536,100.0,50.0,2,16.666666666666664,75.0,25.0,100.0,100.0,0.0,0.0,0.0,25.0,,0
22537,100.0,12.5,0,0.0,75.0,50.0,0.0,0.0,100.0,0.0,0.0,25.0,,0
22538,100.0,37.5,2,16.666666666666664,75.0,25.0,0.0,50.0,0.0,0.0,0.0,75.0,30.0,0
22539,100.0,37.5,6,50.0,75.0,50.0,50.0,100.0,0.0,0.0,0.0,25.0,,100
22540,100.0,12.5,2,16.666666666666664,50.0,25.0,50.0,50.0,0.0,0.0,0.0,25.0,20.0,0
22541,100.0,0.0,2,16.666666666666664,50.0,75.0,0.0,50.0,0.0,0.0,0.0,75.0,,0
22542,100.0,37.5,4,33.33333333333333,50.0,50.0,0.0,100.0,0.0,0.0,0.0,0.0,,0
22543,0.0,0.0,3,25.0,,,,,,,,,,0
22544,100.0,0.0,2,16.666666666666664,50.0,25.0,0.0,50.0,0.0,0.0,0.0,0.0,,0
22545,100.0,0.0,0,0.0,100.0,100.0,0.0,,,,,100.0,,0
22546,100.0,50.0,7,58.333333333333336,100.0,75.0,0.0,100.0,0.0,100.0,0.0,75.0,,0
22547,100.0,62.5,2,16.666666666666664,50.0,75.0,0.0,50.0,100.0,100.0,0.0,25.0,70.0,100
22548,30.0,0.0,1,8.333333333333332,75.0,,0.0,,,,,,70.0,0
22549,0.0,0.0,1,8.333333333333332,,,,,,,,,,0
22550,100.0,25.0,1,8.333333333333332,75.0,50.0,0.0,50.0,100.0,0.0,0.0,25.0,30.0,100
22551,100.0,12.5,3,25.0,75.0,25.0,0.0,100.0,0.0,0.0,0.0,0.0,70.0,0
22552,0.0,0.0,2,16.666666666666664,,,,,,,,,,0
22553,100.0,25.0,2,16.666666666666664,75.0,25.0,0.0,50.0,100.0,100.0,0.0,0.0,,0
22554,100.0,12.5,3,25.0,75.0,25.0,0.0,,,,,0.0,,0
22555,100.0,0.0,0,0.0,50.0,25.0,0.0,,,,,50.0,80.0,0
22556,0.0,0.0,0,0.0,,,,,,,,,60.0,0
22557,100.0,37.5,1,8.333333333333332,75.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,0
22558,0.0,0.0,0,0.0,,,,,,,,,90.0,0
22559,100.0,50.0,2,16.666666666666664,75.0,75.0,0.0,100.0,100.0,0.0,0.0,25.0,80.0,0
22560,100.0,12.5,1,8.333333333333332,75.0,50.0,0.0,100.0,100.0,100.0,0.0,50.0,60.0,0
22561,100.0,25.0,1,8.333333333333332,100.0,75.0,0.0,100.0,0.0,0.0,0.0,25.0,60.0,0
22562,100.0,37.5,4,33.33333333333333,75.0,50.0,0.0,50.0,100.0,0.0,0.0,50.0,70.0,0
22563,100.0,25.0,9,75.0,75.0,50.0,100.0,100.0,100.0,0.0,0.0,25.0,60.0,0
22564,30.0,0.0,1,8.333333333333332,75.0,,0.0,,,,,,,0
22565,100.0,50.0,1,8.333333333333332,100.0,50.0,0.0,100.0,100.0,100.0,0.0,25.0,,0
22566,100.0,12.5,1,8.333333333333332,75.0,75.0,0.0,0.0,0.0,0.0,0.0,50.0,,100
22567,30.0,0.0,2,16.666666666666664,75.0,,50.0,,,,,,,0
22568,100.0,37.5,2,16.666666666666664,50.0,25.0,100.0,100.0,0.0,0.0,0.0,50.0,,0
22569,0.0,0.0,1,8.333333333333332,,,,,,,,,80.0,0
22570,100.0,12.5,2,16.666666666666664,50.0,50.0,0.0,50.0,100.0,0.0,0.0,25.0,,0
22571,100.0,12.5,1,8.333333333333332,75.0,50.0,0.0,0.0,100.0,0.0,0.0,50.0,,0
22572,100.0,25.0,3,25.0,75.0,0.0,0.0,,,,,0.0,80.0,0
22573,0.0,0.0,0,0.0,,,,,,,,,80.0,0
22574,100.0,25.0,3,25.0,75.0,75.0,0.0,50.0,100.0,0.0,0.0,50.0,60.0,0
22575,100.0,50.0,2,16.666666666666664,75.0,25.0,50.0,50.0,100.0,0.0,0.0,50.0,,0
22576,100.0,62.5,2,16.666666666666664,50.0,50.0,0.0,0.0,0.0,0.0,0.0,25.0,70.0,100
22577,0.0,0.0,0,0.0,,,,,,,,,,0
22578,100.0,0.0,0,0.0,50.0,25.0,0.0,100.0,100.0,0.0,0.0,0.0,,0
22579,30.0,0.0,23,191.66666666666669,100.0,,50.0,,,,,,,0
22580,100.0,50.0,3,25.0,25.0,0.0,0.0,50.0,100.0,100.0,0.0,25.0,80.0,0
22581,100.0,0.0,2,16.666666666666664,40.0,25.0,50.0,0.0,100.0,0.0,0.0,25.0,70.0,0
22582,100.0,50.0,2,16.666666666666664,50.0,25.0,50.0,100.0,100.0,0.0,0.0,50.0,,0
22583,0.0,0.0,0,0.0,,,,,,,,,,0
22584,30.0,0.0,2,16.666666666666664,50.0,,0.0,,,,,,80.0,0
22585,30.0,0.0,4,33.33333333333333,50.0,,0.0,,,,,,80.0,0
22586,30.0,0.0,2,16.666666666666664,75.0,,0.0,,,,,,,0
22587,100.0,12.5,1,8.333333333333332,75.0,50.0,0.0,0.0,100.0,0.0,0.0,25.0,,0
22588,0.0,0.0,0,0.0,,,,,,,,,70.0,0
22589,30.0,0.0,2,16.666666666666664,50.0,,0.0,,,,,,80.0,0
22590,100.0,25.0,2,16.666666666666664,25.0,0.0,0.0,100.0,0.0,100.0,0.0,25.0,80.0,0
22591,30.0,0.0,0,0.0,75.0,,50.0,,,,,,,0
22592,0.0,0.0,0,0.0,,,,,,,,,,0
22593,100.0,25.0,2,16.666666666666664,50.0,25.0,0.0,100.0,100.0,0.0,0.0,50.0,,0
22594,100.0,12.5,2,16.666666666666664,100.0,50.0,0.0,100.0,100.0,100.0,0.0,25.0,,0
22595,100.0,50.0,1,8.333333333333332,75.0,75.0,0.0,0.0,100.0,100.0,0.0,75.0,,100
22596,0.0,0.0,1,8.333333333333332,,,,,,,,,40.0,0
22597,100.0,25.0,1,8.333333333333332,100.0,75.0,0.0,100.0,100.0,100.0,0.0,75.0,,0
22598,100.0,50.0,3,25.0,75.0,50.0,0.0,50.0,100.0,0.0,0.0,25.0,70.0,0
22599,0.0,0.0,1,8.333333333333332,,,,,,,,,,0
22600,100.0,25.0,2,16.666666666666664,75.0,75.0,50.0,100.0,100.0,0.0,0.0,50.0,,100
22601,100.0,25.0,2,16.666666666666664,75.0,75.0,0.0,0.0,100.0,0.0,0.0,75.0,,100
22602,100.0,12.5,1,8.333333333333332,75.0,75.0,0.0,0.0,100.0,0.0,0.0,50.0,70.0,0
22603,100.0,37.5,2,16.666666666666664,50.0,25.0,50.0,100.0,0.0,0.0,0.0,50.0,,100
22604,0.0,0.0,1,8.333333333333332,,,,,,,,,70.0,0
22605,30.0,0.0,0,0.0,50.0,,0.0,,,,,,100.0,0
22606,30.0,0.0,1,8.333333333333332,50.0,,0.0,,,,,,90.0,0
22607,0.0,0.0,1,8.333333333333332,,,,,,,,,,0
22608,30.0,0.0,2,16.666666666666664,75.0,,0.0,,,,,,80.0,0
22609,0.0,0.0,0,0.0,,,,,,,,,100.0,0
22610,100.0,25.0,6,50.0,50.0,75.0,0.0,0.0,100.0,100.0,0.0,50.0,,0
22611,100.0,25.0,3,25.0,75.0,50.0,0.0,0.0,0.0,0.0,0.0,25.0,,100
22612,0.0,0.0,1,8.333333333333332,,,,,,,,,60.0,0
22613,100.0,12.5,1,8.333333333333332,75.0,75.0,0.0,50.0,100.0,0.0,0.0,75.0,80.0,0
22614,30.0,0.0,0,0.0,75.0,,0.0,,,,,,,0
22615,0.0,0.0,0,0.0,,,,,,,,,,0
22616,100.0,0.0,3,25.0,50.0,50.0,0.0,0.0,100.0,0.0,0.0,25.0,80.0,0
22617,100.0,12.5,1,8.333333333333332,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,50.0,0
22618,30.0,0.0,2,16.666666666666664,50.0,,50.0,,,,,,70.0,0
22619,0.0,0.0,0,0.0,,,,,,,,,,0
22620,100.0,50.0,0,0.0,75.0,75.0,100.0,100.0,100.0,100.0,0.0,75.0,,0
22621,100.0,12.5,1,8.333333333333332,100.0,75.0,0.0,50.0,100.0,0.0,0.0,75.0,,0
22622,0.0,0.0,0,0.0,,,,,,,,,,0
22623,100.0,25.0,4,33.33333333333333,75.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,,0
22624,100.0,37.5,1,8.333333333333332,75.0,25.0,0.0,100.0,0.0,0.0,0.0,25.0,0.0,0
22625,100.0,0.0,2,16.666666666666664,50.0,0.0,50.0,,,,,0.0,,0
22626,100.0,0.0,1,8.333333333333332,75.0,75.0,0.0,50.0,0.0,0.0,0.0,75.0,80.0,0
22627,100.0,100.0,24,200.0,100.0,75.0,100.0,50.0,0.0,0.0,100.0,100.0,,100
22628,100.0,25.0,1,8.333333333333332,100.0,50.0,0.0,50.0,0.0,0.0,0.0,25.0,50.0,0
22629,30.0,0.0,0,0.0,0.0,,0.0,,,,,,60.0,0
22630,30.0,0.0,0,0.0,50.0,,0.0,,,,,,90.0,0
22631,100.0,12.5,1,8.333333333333332,50.0,25.0,0.0,0.0,100.0,0.0,0.0,0.0,,0
22632,30.0,0.0,1,8.333333333333332,75.0,,0.0,,,,,,90.0,0
22633,100.0,12.5,4,33.33333333333333,100.0,25.0,0.0,50.0,0.0,0.0,0.0,25.0,90.0,0
22634,100.0,25.0,3,25.0,50.0,75.0,0.0,50.0,100.0,0.0,0.0,25.0,40.0,0
22635,0.0,0.0,0,0.0,,,,,,,,,80.0,0
22636,0.0,0.0,0,0.0,,,,,,,,,,0
22637,100.0,37.5,2,16.666666666666664,75.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,,100
22638,100.0,25.0,2,16.666666666666664,75.0,25.0,50.0,50.0,0.0,0.0,0.0,25.0,,0
22639,0.0,0.0,0,0.0,,,,,,,,,70.0,0
22640,30.0,0.0,1,8.333333333333332,75.0,,0.0,,,,,,,0
22641,100.0,12.5,2,16.666666666666664,75.0,75.0,0.0,0.0,100.0,0.0,0.0,75.0,70.0,100
22642,100.0,37.5,3,25.0,75.0,50.0,0.0,100.0,100.0,100.0,0.0,50.0,80.0,0
22643,100.0,62.5,2,16.666666666666664,75.0,75.0,0.0,100.0,0.0,0.0,0.0,25.0,,100
22644,100.0,12.5,0,0.0,25.0,0.0,0.0,100.0,0.0,0.0,0.0,50.0,,0
22645,100.0,12.5,1,8.333333333333332,50.0,25.0,0.0,50.0,100.0,0.0,0.0,25.0,,0
22646,0.0,0.0,0,0.0,,,,,,,,,70.0,0
22647,100.0,25.0,1,8.333333333333332,75.0,50.0,0.0,50.0,0.0,0.0,0.0,25.0,,0
22648,30.0,0.0,0,0.0,50.0,,100.0,,,,,,70.0,0
22649,100.0,75.0,2,16.666666666666664,75.0,75.0,50.0,100.0,100.0,0.0,0.0,100.0,70.0,100
22650,100.0,0.0,3,25.0,50.0,25.0,0.0,50.0,0.0,0.0,0.0,25.0,100.0,0
22651,0.0,0.0,1,8.333333333333332,,,,,,,,,,0
22652,0.0,0.0,0,0.0,,,,,,,,,,0
22653,100.0,37.5,4,33.33333333333333,50.0,75.0,0.0,0.0,100.0,100.0,100.0,50.0,,100
22654,100.0,25.0,3,25.0,75.0,75.0,50.0,100.0,0.0,0.0,0.0,50.0,,0
22655,0.0,0.0,0,0.0,,,,,,,,,70.0,0
22656,100.0,12.5,1,8.333333333333332,75.0,75.0,0.0,100.0,0.0,0.0,0.0,50.0,80.0,0
22657,100.0,25.0,4,33.33333333333333,75.0,50.0,100.0,50.0,100.0,0.0,0.0,50.0,,0
22658,30.0,0.0,1,8.333333333333332,50.0,,100.0,,,,,,90.0,0
22659,100.0,25.0,2,16.666666666666664,50.0,25.0,0.0,50.0,100.0,0.0,0.0,25.0,70.0,0
22660,100.0,50.0,8,66.66666666666666,50.0,50.0,50.0,50.0,100.0,0.0,0.0,50.0,,100
22661,30.0,0.0,1,8.333333333333332,50.0,,0.0,,,,,,30.0,0
22662,100.0,25.0,3,25.0,100.0,75.0,0.0,100.0,100.0,100.0,0.0,75.0,80.0,0
22663,30.0,0.0,1,8.333333333333332,75.0,,50.0,,,,,,90.0,0
22664,30.0,0.0,1,8.333333333333332,100.0,,0.0,,,,,,80.0,0
22665,0.0,0.0,1,8.333333333333332,,,,,,,,,100.0,0
22666,100.0,37.5,2,16.666666666666664,50.0,25.0,0.0,50.0,0.0,0.0,0.0,0.0,60.0,0
22667,100.0,37.5,4,33.33333333333333,75.0,25.0,50.0,100.0,0.0,0.0,0.0,25.0,80.0,0
22668,100.0,12.5,5,41.66666666666667,75.0,75.0,100.0,50.0,100.0,0.0,0.0,25.0,,0
22669,30.0,0.0,0,0.0,75.0,,100.0,,,,,,70.0,0
22670,100.0,75.0,2,16.666666666666664,75.0,0.0,0.0,0.0,100.0,0.0,0.0,25.0,,100
22671,0.0,0.0,0,0.0,,,,,,,,,20.0,0
22672,0.0,0.0,2,16.666666666666664,,,,,,,,,,0
22673,100.0,12.5,0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,25.0,,0
22674,100.0,37.5,5,41.66666666666667,100.0,75.0,100.0,100.0,100.0,100.0,0.0,75.0,,0
22675,0.0,0.0,0,0.0,,,,,,,,,,0
22676,0.0,0.0,0,0.0,,,,,,,,,,0
22677,0.0,0.0,2,16.666666666666664,,,,,,,,,90.0,0
22678,100.0,25.0,1,8.333333333333332,75.0,50.0,0.0,50.0,0.0,0.0,0.0,50.0,70.0,100
22679,30.0,0.0,3,25.0,50.0,,100.0,,,,,,70.0,0
22680,100.0,12.5,1,8.333333333333332,50.0,0.0,0.0,50.0,0.0,100.0,0.0,0.0,80.0,0
22681,30.0,0.0,5,41.66666666666667,50.0,,0.0,,,,,,60.0,0
22682,30.0,0.0,2,16.666666666666664,75.0,,0.0,,,,,,,0
22683,0.0,0.0,3,25.0,,,,,,,,,80.0,0
22684,100.0,62.5,3,25.0,100.0,75.0,50.0,100.0,100.0,100.0,0.0,75.0,,100
22685,100.0,50.0,3,25.0,75.0,50.0,100.0,50.0,100.0,0.0,0.0,25.0,,0
22686,100.0,12.5,1,8.333333333333332,75.0,25.0,0.0,50.0,100.0,0.0,0.0,25.0,90.0,0
22687,100.0,37.5,2,16.666666666666664,75.0,25.0,0.0,50.0,100.0,0.0,0.0,50.0,90.0,0
22688,0.0,0.0,0,0.0,,,,,,,,,90.0,0
22689,100.0,62.5,5,41.66666666666667,100.0,75.0,50.0,100.0,100.0,100.0,0.0,75.0,,100
22690,0.0,0.0,0,0.0,,,,,,,,,90.0,0
22691,100.0,25.0,2,16.666666666666664,75.0,25.0,0.0,100.0,0.0,0.0,0.0,25.0,,0
22692,100.0,0.0,3,25.0,75.0,75.0,0.0,50.0,0.0,0.0,0.0,25.0,80.0,0
22693,100.0,37.5,2,16.666666666666664,50.0,50.0,0.0,50.0,100.0,0.0,0.0,25.0,,100
22694,100.0,50.0,2,16.666666666666664,100.0,100.0,0.0,50.0,100.0,100.0,0.0,75.0,70.0,100
22695,100.0,37.5,2,16.666666666666664,75.0,75.0,0.0,100.0,0.0,0.0,0.0,50.0,90.0,0
22696,30.0,0.0,1,8.333333333333332,50.0,,0.0,,,,,,,0
22697,100.0,37.5,2,16.666666666666664,75.0,50.0,100.0,50.0,100.0,100.0,0.0,75.0,70.0,0
22698,100.0,25.0,1,8.333333333333332,50.0,25.0,0.0,50.0,100.0,0.0,0.0,50.0,,0
22699,100.0,37.5,1,8.333333333333332,75.0,50.0,0.0,50.0,100.0,0.0,0.0,75.0,70.0,100
22700,100.0,25.0,1,8.333333333333332,75.0,50.0,100.0,100.0,100.0,0.0,0.0,25.0,70.0,0
22701,0.0,0.0,0,0.0,,,,,,,,,,0
22702,0.0,0.0,0,0.0,,,,,,,,,60.0,0
22703,0.0,0.0,0,0.0,,,,,,,,,,0
22704,100.0,25.0,3,25.0,75.0,75.0,50.0,100.0,0.0,0.0,0.0,75.0,,0
22705,100.0,12.5,2,16.666666666666664,100.0,50.0,0.0,50.0,100.0,0.0,0.0,50.0,,0
22706,30.0,0.0,0,0.0,50.0,,0.0,,,,,,70.0,0
22707,30.0,0.0,2,16.666666666666664,100.0,,0.0,,,,,,60.0,0
22708,0.0,0.0,0,0.0,,,,,,,,,,0
22709,100.0,37.5,2,16.666666666666664,100.0,25.0,0.0,100.0,100.0,0.0,0.0,75.0,,100
22710,30.0,0.0,1,8.333333333333332,40.0,,50.0,,,,,,40.0,0
22711,30.0,0.0,0,0.0,75.0,,0.0,,,,,,70.0,0
22712,100.0,37.5,3,25.0,75.0,25.0,100.0,50.0,100.0,0.0,0.0,25.0,80.0,100
22713,100.0,12.5,2,16.666666666666664,50.0,50.0,0.0,50.0,0.0,0.0,0.0,25.0,,0
22714,0.0,0.0,0,0.0,,,,,,,,,60.0,0
22715,100.0,37.5,2,16.666666666666664,50.0,25.0,0.0,50.0,100.0,100.0,0.0,25.0,90.0,100
22716,100.0,25.0,1,8.333333333333332,75.0,25.0,0.0,50.0,0.0,0.0,0.0,25.0,,0
22717,30.0,0.0,0,0.0,40.0,,50.0,,,,,,,0
22718,0.0,0.0,2,16.666666666666664,,,,,,,,,,0
22719,0.0,0.0,1,8.333333333333332,,,,,,,,,70.0,0
22720,100.0,62.5,3,25.0,100.0,75.0,0.0,100.0,0.0,0.0,100.0,25.0,100.0,100
22721,100.0,62.5,3,25.0,100.0,75.0,0.0,50.0,100.0,0.0,0.0,75.0,40.0,100
22722,100.0,12.5,1,8.333333333333332,75.0,75.0,100.0,50.0,100.0,0.0,0.0,50.0,,0
22723,0.0,0.0,0,0.0,,,,,,,,,,0
22724,30.0,0.0,0,0.0,75.0,,0.0,,,,,,80.0,0
22725,100.0,37.5,3,25.0,50.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,0
22726,30.0,0.0,1,8.333333333333332,100.0,,100.0,,,,,,,0
22727,0.0,0.0,0,0.0,,,,,,,,,80.0,0
22728,0.0,0.0,0,0.0,,,,,,,,,90.0,0
22729,100.0,12.5,0,0.0,25.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,,100
22730,100.0,25.0,1,8.333333333333332,75.0,75.0,0.0,0.0,100.0,0.0,0.0,25.0,90.0,100
22731,30.0,0.0,1,8.333333333333332,50.0,,0.0,,,,,,,0
22732,30.0,0.0,0,0.0,100.0,,50.0,,,,,,,0
22733,100.0,25.0,2,16.666666666666664,75.0,75.0,0.0,100.0,0.0,0.0,0.0,25.0,70.0,0
22734,0.0,0.0,0,0.0,,,,,,,,,,0
22735,100.0,12.5,2,16.666666666666664,75.0,50.0,0.0,100.0,0.0,0.0,0.0,25.0,70.0,0
22736,100.0,25.0,2,16.666666666666664,75.0,75.0,50.0,100.0,100.0,0.0,0.0,25.0,,0
22737,100.0,50.0,3,25.0,100.0,25.0,0.0,100.0,0.0,0.0,0.0,100.0,80.0,0
22738,0.0,0.0,0,0.0,,,,,,,,,,0
22739,100.0,0.0,4,33.33333333333333,0.0,0.0,0.0,,,,,0.0,50.0,0
22740,100.0,25.0,2,16.666666666666664,100.0,75.0,0.0,100.0,100.0,100.0,0.0,75.0,80.0,0
22741,100.0,0.0,4,33.33333333333333,50.0,50.0,50.0,100.0,0.0,100.0,0.0,50.0,60.0,0
22742,100.0,25.0,3,25.0,75.0,75.0,0.0,100.0,100.0,100.0,0.0,75.0,90.0,0
22743,30.0,0.0,4,33.33333333333333,75.0,,0.0,,,,,,,0
22744,0.0,0.0,3,25.0,,,,,,,,,,0
22745,30.0,0.0,0,0.0,40.0,,0.0,,,,,,80.0,0
22746,0.0,0.0,1,8.333333333333332,,,,,,,,,,0
22747,100.0,75.0,1,8.333333333333332,75.0,75.0,0.0,100.0,100.0,0.0,0.0,75.0,70.0,100
22748,100.0,12.5,2,16.666666666666664,50.0,25.0,0.0,50.0,100.0,0.0,0.0,25.0,,0
22749,100.0,25.0,3,25.0,75.0,75.0,0.0,0.0,100.0,0.0,0.0,25.0,70.0,0
22750,100.0,25.0,2,16.666666666666664,100.0,75.0,100.0,100.0,100.0,100.0,0.0,100.0,,0
22751,0.0,0.0,5,41.66666666666667,,,,,,,,,,0
22752,100.0,62.5,5,41.66666666666667,75.0,25.0,100.0,50.0,100.0,0.0,0.0,25.0,,100
22753,100.0,25.0,7,58.333333333333336,50.0,50.0,0.0,0.0,100.0,0.0,0.0,25.0,80.0,0
22754,0.0,0.0,0,0.0,,,,,,,,,,0
22755,100.0,50.0,3,25.0,75.0,75.0,0.0,100.0,100.0,0.0,0.0,75.0,,100
22756,0.0,0.0,4,33.33333333333333,,,,,,,,,90.0,0
22757,100.0,0.0,1,8.333333333333332,75.0,75.0,100.0,50.0,0.0,0.0,0.0,75.0,,0
22758,100.0,12.5,1,8.333333333333332,75.0,75.0,0.0,50.0,100.0,100.0,0.0,100.0,80.0,0
22759,0.0,0.0,0,0.0,,,,,,,,,100.0,0
22760,30.0,0.0,1,8.333333333333332,75.0,,0.0,,,,,,60.0,0
22761,30.0,0.0,0,0.0,25.0,,0.0,,,,,,,0
22762,30.0,0.0,1,8.333333333333332,75.0,,0.0,,,,,,60.0,0
22763,30.0,0.0,1,8.333333333333332,40.0,,100.0,,,,,,,0
22764,100.0,25.0,1,8.333333333333332,75.0,25.0,100.0,50.0,0.0,0.0,0.0,50.0,70.0,0
22765,100.0,25.0,1,8.333333333333332,50.0,25.0,0.0,0.0,100.0,0.0,0.0,75.0,,100
22766,100.0,37.5,4,33.33333333333333,100.0,75.0,0.0,50.0,100.0,0.0,0.0,75.0,0.0,100
22767,100.0,12.5,1,8.333333333333332,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,,0
22768,100.0,25.0,3,25.0,100.0,75.0,100.0,100.0,100.0,0.0,0.0,25.0,60.0,0
22769,100.0,62.5,3,25.0,100.0,75.0,50.0,100.0,100.0,100.0,0.0,75.0,90.0,100
22770,100.0,75.0,2,16.666666666666664,75.0,25.0,0.0,100.0,100.0,0.0,0.0,25.0,,100
22771,100.0,37.5,2,16.666666666666664,100.0,75.0,0.0,100.0,0.0,100.0,0.0,25.0,70.0,0
22772,0.0,0.0,0,0.0,,,,,,,,,70.0,0
22773,100.0,25.0,1,8.333333333333332,100.0,50.0,0.0,50.0,100.0,0.0,0.0,25.0,60.0,0
22774,0.0,0.0,0,0.0,,,,,,,,,70.0,0
22775,0.0,0.0,1,8.333333333333332,,,,,,,,,60.0,0
22776,30.0,0.0,2,16.666666666666664,75.0,,0.0,,,,,,,0
22777,100.0,50.0,1,8.333333333333332,50.0,25.0,50.0,0.0,100.0,0.0,0.0,25.0,,100
22778,30.0,0.0,2,16.666666666666664,75.0,,50.0,,,,,,,0
22779,100.0,37.5,4,33.33333333333333,100.0,75.0,50.0,50.0,100.0,0.0,0.0,75.0,60.0,100
22780,100.0,25.0,3,25.0,100.0,75.0,0.0,0.0,100.0,0.0,100.0,75.0,100.0,0
22781,0.0,0.0,0,0.0,,,,,,,,,,0
22782,100.0,50.0,4,33.33333333333333,100.0,75.0,0.0,100.0,100.0,0.0,0.0,75.0,,0
22783,100.0,12.5,2,16.666666666666664,50.0,50.0,0.0,50.0,100.0,0.0,0.0,25.0,0.0,0
22784,100.0,37.5,10,83.33333333333334,100.0,50.0,0.0,50.0,100.0,0.0,0.0,75.0,,0
22785,100.0,25.0,3,25.0,75.0,75.0,0.0,100.0,100.0,0.0,0.0,50.0,,0
22786,100.0,25.0,2,16.666666666666664,75.0,75.0,100.0,100.0,100.0,0.0,0.0,75.0,70.0,0
22787,30.0,0.0,3,25.0,75.0,,50.0,,,,,,,0
22788,0.0,0.0,0,0.0,,,,,,,,,70.0,0
22789,0.0,0.0,0,0.0,,,,,,,,,70.0,0
22790,100.0,25.0,2,16.666666666666664,25.0,0.0,0.0,50.0,100.0,100.0,0.0,0.0,,0
22791,100.0,37.5,3,25.0,75.0,50.0,0.0,100.0,0.0,0.0,0.0,25.0,80.0,0
22792,100.0,50.0,3,25.0,100.0,75.0,50.0,100.0,100.0,100.0,100.0,75.0,,0
22793,100.0,25.0,2,16.666666666666664,75.0,75.0,0.0,50.0,0.0,0.0,0.0,25.0,70.0,0
22794,0.0,0.0,2,16.666666666666664,,,,,,,,,80.0,0
22795,0.0,0.0,0,0.0,,,,,,,,,80.0,0
22796,100.0,25.0,3,25.0,100.0,75.0,100.0,100.0,100.0,0.0,0.0,75.0,,0
22797,30.0,0.0,1,8.333333333333332,75.0,,0.0,,,,,,30.0,0
22798,100.0,12.5,4,33.33333333333333,50.0,25.0,0.0,50.0,0.0,0.0,0.0,0.0,,0
22799,100.0,25.0,1,8.333333333333332,75.0,75.0,0.0,50.0,100.0,0.0,0.0,25.0,80.0,0
22800,100.0,25.0,2,16.666666666666664,50.0,25.0,0.0,50.0,100.0,0.0,0.0,50.0,80.0,0
22801,0.0,0.0,0,0.0,,,,,,,,,,0
22802,30.0,0.0,2,16.666666666666664,50.0,,0.0,,,,,,,0
22803,100.0,12.5,2,16.666666666666664,50.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,,0
22804,0.0,0.0,0,0.0,,,,,,,,,80.0,0
22805,100.0,25.0,1,8.333333333333332,75.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,,0
22806,100.0,12.5,1,8.333333333333332,50.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0
22807,100.0,50.0,3,25.0,50.0,25.0,0.0,50.0,100.0,0.0,0.0,75.0,40.0,0
22808,30.0,0.0,1,8.333333333333332,50.0,,0.0,,,,,,80.0,0
22809,100.0,62.5,2,16.666666666666664,100.0,50.0,0.0,50.0,100.0,100.0,0.0,25.0,80.0,100
22810,100.0,12.5,4,33.33333333333333,75.0,50.0,0.0,0.0,100.0,0.0,0.0,75.0,100.0,0
22811,100.0,25.0,2,16.666666666666664,75.0,75.0,50.0,100.0,100.0,0.0,0.0,50.0,70.0,0
22812,100.0,12.5,1,8.333333333333332,75.0,25.0,0.0,50.0,0.0,0.0,0.0,25.0,80.0,0
22813,30.0,0.0,1,8.333333333333332,50.0,,50.0,,,,,,,0
22814,0.0,0.0,2,16.666666666666664,,,,,,,,,,0
22815,0.0,0.0,0,0.0,,,,,,,,,60.0,0
22816,100.0,50.0,4,33.33333333333333,50.0,75.0,100.0,100.0,100.0,100.0,100.0,75.0,60.0,0
22817,100.0,37.5,3,25.0,75.0,75.0,0.0,100.0,0.0,0.0,0.0,50.0,70.0,100
22818,100.0,12.5,1,8.333333333333332,50.0,0.0,0.0,50.0,0.0,0.0,0.0,75.0,,0
22819,0.0,0.0,0,0.0,,,,,,,,,,0
22820,0.0,0.0,1,8.333333333333332,,,,,,,,,60.0,0
22821,100.0,25.0,3,25.0,50.0,75.0,50.0,50.0,100.0,0.0,0.0,75.0,,100
22822,30.0,0.0,2,16.666666666666664,100.0,,0.0,,,,,,,0
22823,30.0,0.0,5,41.66666666666667,100.0,,100.0,,,,,,60.0,0
22824,100.0,62.5,9,75.0,100.0,75.0,0.0,100.0,100.0,0.0,100.0,25.0,,100
22825,100.0,37.5,2,16.666666666666664,75.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0
