RespondentID,AI_Adoption,AI_WorkflowCoverage_Current,AI_ToolBreadth_Absolute,AI_ToolBreadth_Relative,AI_Attitude,AI_Trust,AI_ExpectedBenefits_Efficiency,AI_ExpectedBenefits_Learning,AI_ExpectedBenefits_Quality,AI_ExpectedBenefits_Collab,AI_UseForLearning
58191,100.0,12.5,0,0.0,75.0,25.0,50.0,100.0,0.0,0.0,100
58192,0.0,0.0,0,0.0,,,,,,,0
58193,0.0,0.0,0,0.0,,,,,,,0
58194,30.0,0.0,1,5.0,75.0,25.0,,,,,0
58195,100.0,12.5,1,5.0,50.0,50.0,0.0,100.0,0.0,0.0,0
58196,100.0,50.0,4,20.0,75.0,75.0,100.0,0.0,0.0,0.0,100
58197,0.0,0.0,0,0.0,,,,,,,0
58198,100.0,12.5,2,10.0,75.0,75.0,50.0,100.0,0.0,0.0,0
58199,30.0,0.0,0,0.0,50.0,25.0,,,,,0
58200,100.0,37.5,1,5.0,50.0,75.0,100.0,100.0,100.0,0.0,100
58201,0.0,0.0,2,10.0,,,,,,,0
58202,30.0,0.0,0,0.0,50.0,50.0,,,,,0
58203,0.0,0.0,0,0.0,,,,,,,0
58204,100.0,37.5,3,15.0,100.0,25.0,100.0,100.0,100.0,0.0,100
58205,100.0,50.0,1,5.0,50.0,25.0,0.0,0.0,0.0,0.0,100
58206,0.0,0.0,0,0.0,,,,,,,0
58207,100.0,50.0,2,10.0,100.0,75.0,50.0,100.0,100.0,0.0,0
58208,30.0,0.0,2,10.0,75.0,50.0,,,,,0
58209,0.0,0.0,0,0.0,,,,,,,0
58210,100.0,50.0,2,10.0,75.0,75.0,50.0,100.0,100.0,0.0,0
58211,100.0,25.0,3,15.0,100.0,0.0,100.0,0.0,0.0,0.0,0
58212,30.0,0.0,0,0.0,100.0,75.0,,,,,0
58213,30.0,0.0,0,0.0,100.0,25.0,,,,,0
58214,100.0,50.0,2,10.0,75.0,50.0,100.0,100.0,100.0,0.0,100
58215,30.0,0.0,5,25.0,75.0,50.0,,,,,0
58216,100.0,25.0,1,5.0,75.0,50.0,50.0,0.0,100.0,0.0,100
58217,30.0,0.0,0,0.0,75.0,50.0,,,,,0
58218,100.0,37.5,1,5.0,75.0,25.0,50.0,100.0,0.0,0.0,0
58219,100.0,12.5,5,25.0,75.0,75.0,0.0,100.0,0.0,0.0,0
58220,0.0,0.0,0,0.0,,,,,,,0
58221,100.0,12.5,1,5.0,100.0,0.0,50.0,100.0,0.0,0.0,0
58222,0.0,0.0,0,0.0,,,,,,,0
58223,100.0,25.0,7,35.0,100.0,50.0,100.0,100.0,100.0,0.0,100
58224,100.0,12.5,1,5.0,75.0,75.0,50.0,0.0,0.0,0.0,0
58225,30.0,0.0,0,0.0,75.0,75.0,,,,,0
58226,0.0,0.0,0,0.0,,,,,,,0
58227,30.0,0.0,1,5.0,75.0,50.0,,,,,0
58228,0.0,0.0,0,0.0,,,,,,,0
58229,0.0,0.0,0,0.0,,,,,,,0
58230,100.0,25.0,4,20.0,100.0,75.0,100.0,100.0,100.0,0.0,0
58231,0.0,0.0,1,5.0,,,,,,,0
58232,100.0,25.0,0,0.0,75.0,25.0,0.0,100.0,100.0,0.0,100
58233,0.0,0.0,0,0.0,,,,,,,0
58234,0.0,0.0,0,0.0,,,,,,,0
58235,0.0,0.0,0,0.0,,,,,,,0
58236,0.0,0.0,4,20.0,,,,,,,0
58237,100.0,25.0,2,10.0,75.0,75.0,100.0,100.0,0.0,0.0,100
58238,30.0,0.0,2,10.0,100.0,50.0,,,,,0
58239,30.0,0.0,1,5.0,75.0,75.0,,,,,0
58240,100.0,50.0,1,5.0,100.0,75.0,50.0,100.0,100.0,0.0,100
58241,100.0,25.0,4,20.0,75.0,75.0,100.0,100.0,0.0,0.0,100
58242,30.0,0.0,0,0.0,40.0,50.0,,,,,0
58243,100.0,37.5,3,15.0,75.0,50.0,100.0,100.0,0.0,0.0,100
58244,0.0,0.0,0,0.0,,,,,,,0
58245,0.0,0.0,0,0.0,,,,,,,0
58246,0.0,0.0,1,5.0,,,,,,,0
58247,100.0,37.5,2,10.0,100.0,75.0,50.0,0.0,100.0,0.0,0
58248,0.0,0.0,2,10.0,,,,,,,0
58249,100.0,0.0,3,15.0,50.0,50.0,100.0,0.0,0.0,0.0,0
58250,30.0,0.0,0,0.0,75.0,75.0,,,,,0
58251,100.0,25.0,1,5.0,100.0,75.0,100.0,0.0,0.0,0.0,0
58252,100.0,50.0,2,10.0,100.0,75.0,50.0,100.0,0.0,0.0,0
58253,100.0,12.5,5,25.0,75.0,50.0,50.0,100.0,0.0,0.0,0
58254,100.0,50.0,3,15.0,75.0,75.0,100.0,0.0,100.0,0.0,100
58255,0.0,0.0,2,10.0,,,,,,,0
58256,0.0,0.0,0,0.0,,,,,,,0
58257,30.0,0.0,4,20.0,75.0,0.0,,,,,0
58258,100.0,37.5,3,15.0,100.0,25.0,100.0,0.0,0.0,0.0,0
58259,30.0,0.0,1,5.0,75.0,50.0,,,,,0
58260,100.0,0.0,2,10.0,50.0,50.0,100.0,100.0,100.0,0.0,0
58261,100.0,12.5,2,10.0,75.0,75.0,100.0,100.0,100.0,0.0,0
58262,0.0,0.0,0,0.0,,,,,,,0
58263,30.0,0.0,1,5.0,75.0,75.0,,,,,0
58264,0.0,0.0,1,5.0,,,,,,,0
58265,100.0,50.0,1,5.0,100.0,75.0,100.0,100.0,100.0,0.0,0
58266,100.0,25.0,1,5.0,75.0,50.0,100.0,0.0,100.0,0.0,0
58267,30.0,0.0,1,5.0,40.0,25.0,,,,,0
58268,100.0,0.0,2,10.0,0.0,0.0,0.0,0.0,100.0,0.0,0
58269,30.0,0.0,2,10.0,75.0,50.0,,,,,0
58270,100.0,25.0,2,10.0,75.0,75.0,50.0,0.0,0.0,0.0,0
58271,0.0,0.0,2,10.0,,,,,,,0
58272,30.0,0.0,0,0.0,75.0,50.0,,,,,0
58273,100.0,12.5,1,5.0,75.0,50.0,50.0,0.0,0.0,0.0,0
58274,30.0,0.0,0,0.0,100.0,75.0,,,,,0
58275,0.0,0.0,0,0.0,,,,,,,0
58276,100.0,0.0,2,10.0,40.0,25.0,50.0,0.0,0.0,0.0,0
58277,100.0,25.0,1,5.0,75.0,75.0,100.0,0.0,0.0,0.0,0
58278,100.0,12.5,1,5.0,100.0,75.0,100.0,100.0,0.0,0.0,0
58279,30.0,0.0,0,0.0,75.0,50.0,,,,,0
58280,0.0,0.0,0,0.0,,,,,,,0
58281,0.0,0.0,0,0.0,,,,,,,0
58282,100.0,0.0,2,10.0,75.0,75.0,50.0,100.0,100.0,100.0,0
58283,100.0,37.5,2,10.0,100.0,75.0,50.0,100.0,0.0,0.0,100
58284,30.0,0.0,1,5.0,40.0,75.0,,,,,0
58285,,0.0,0,0.0,,,,,,,0
58286,0.0,0.0,3,15.0,,,,,,,0
58287,100.0,12.5,2,10.0,50.0,25.0,50.0,0.0,0.0,0.0,0
58288,30.0,0.0,4,20.0,75.0,75.0,,,,,0
58289,0.0,0.0,1,5.0,,,,,,,0
58290,100.0,12.5,1,5.0,75.0,75.0,0.0,0.0,100.0,0.0,0
58291,100.0,12.5,3,15.0,75.0,75.0,50.0,100.0,0.0,0.0,0
58292,30.0,0.0,0,0.0,100.0,75.0,,,,,0
58293,30.0,0.0,1,5.0,75.0,75.0,,,,,0
58294,30.0,0.0,1,5.0,75.0,75.0,,,,,0
58295,100.0,12.5,3,15.0,75.0,50.0,100.0,0.0,0.0,0.0,0
58296,100.0,12.5,6,30.0,75.0,75.0,100.0,100.0,0.0,0.0,0
58297,0.0,0.0,0,0.0,,,,,,,0
58298,100.0,25.0,2,10.0,75.0,75.0,50.0,100.0,0.0,0.0,100
58299,0.0,0.0,2,10.0,,,,,,,0
58300,100.0,50.0,2,10.0,100.0,75.0,100.0,100.0,0.0,0.0,100
58301,100.0,0.0,0,0.0,75.0,100.0,,,,,0
58302,30.0,0.0,1,5.0,100.0,50.0,,,,,0
58303,100.0,25.0,3,15.0,75.0,25.0,100.0,0.0,0.0,0.0,0
58304,100.0,0.0,2,10.0,100.0,75.0,50.0,100.0,0.0,0.0,0
58305,100.0,25.0,4,20.0,100.0,75.0,100.0,100.0,100.0,0.0,0
58306,0.0,0.0,1,5.0,,,,,,,0
58307,100.0,0.0,3,15.0,75.0,50.0,100.0,0.0,0.0,0.0,0
58308,100.0,12.5,3,15.0,100.0,75.0,100.0,0.0,0.0,0.0,0
58309,100.0,12.5,3,15.0,50.0,25.0,0.0,0.0,0.0,0.0,0
58310,0.0,0.0,0,0.0,,,,,,,0
58311,0.0,0.0,0,0.0,,,,,,,0
58312,0.0,0.0,0,0.0,,,,,,,0
58313,100.0,25.0,2,10.0,75.0,25.0,100.0,100.0,0.0,0.0,0
58314,0.0,0.0,0,0.0,,,,,,,0
58315,0.0,0.0,0,0.0,,,,,,,0
58316,0.0,0.0,0,0.0,,,,,,,0
58317,100.0,50.0,21,105.0,100.0,,,,,,0
58318,100.0,25.0,2,10.0,100.0,75.0,100.0,100.0,0.0,0.0,0
58319,100.0,100.0,6,30.0,100.0,75.0,100.0,100.0,100.0,100.0,100
58320,0.0,0.0,0,0.0,,,,,,,0
58321,0.0,0.0,0,0.0,,,,,,,0
58322,100.0,25.0,1,5.0,75.0,25.0,50.0,100.0,0.0,0.0,100
58323,0.0,0.0,0,0.0,,,,,,,0
58324,0.0,0.0,2,10.0,,,,,,,0
58325,100.0,87.5,0,0.0,75.0,50.0,100.0,100.0,100.0,100.0,100
58326,100.0,12.5,2,10.0,75.0,50.0,0.0,100.0,0.0,0.0,0
58327,100.0,25.0,4,20.0,75.0,25.0,100.0,100.0,100.0,0.0,0
58328,30.0,0.0,1,5.0,50.0,0.0,,,,,0
58329,30.0,0.0,1,5.0,75.0,50.0,,,,,0
58330,100.0,37.5,3,15.0,100.0,25.0,100.0,0.0,0.0,0.0,0
58331,0.0,0.0,1,5.0,,,,,,,0
58332,0.0,0.0,2,10.0,,,,,,,0
58333,30.0,0.0,0,0.0,40.0,25.0,,,,,0
58334,30.0,0.0,3,15.0,75.0,75.0,,,,,0
58335,100.0,25.0,2,10.0,100.0,75.0,100.0,0.0,100.0,0.0,0
58336,100.0,25.0,1,5.0,75.0,50.0,50.0,0.0,0.0,0.0,0
58337,100.0,62.5,4,20.0,75.0,75.0,100.0,100.0,0.0,0.0,0
58338,100.0,12.5,2,10.0,100.0,75.0,50.0,100.0,100.0,0.0,0
58339,100.0,12.5,0,0.0,100.0,100.0,50.0,0.0,100.0,100.0,0
58340,100.0,37.5,2,10.0,100.0,100.0,100.0,100.0,100.0,0.0,100
58341,100.0,12.5,1,5.0,75.0,50.0,50.0,0.0,0.0,0.0,0
58342,100.0,100.0,3,15.0,75.0,50.0,50.0,0.0,0.0,0.0,100
58343,30.0,0.0,1,5.0,75.0,75.0,,,,,0
58344,30.0,0.0,1,5.0,75.0,50.0,,,,,0
58345,30.0,0.0,1,5.0,75.0,75.0,,,,,0
58346,30.0,0.0,1,5.0,25.0,50.0,,,,,0
58347,0.0,0.0,2,10.0,,,,,,,0
58348,100.0,25.0,5,25.0,75.0,75.0,100.0,100.0,0.0,0.0,0
58349,0.0,0.0,0,0.0,,,,,,,0
58350,100.0,37.5,9,45.0,75.0,75.0,100.0,100.0,0.0,0.0,0
58351,100.0,12.5,2,10.0,75.0,50.0,100.0,100.0,100.0,0.0,0
58352,100.0,62.5,1,5.0,40.0,0.0,50.0,100.0,0.0,0.0,100
58353,100.0,12.5,1,5.0,100.0,0.0,50.0,0.0,0.0,0.0,0
58354,0.0,0.0,0,0.0,,,,,,,0
58355,0.0,0.0,0,0.0,,,,,,,0
58356,0.0,0.0,0,0.0,,,,,,,0
58357,30.0,0.0,2,10.0,100.0,50.0,,,,,0
58358,100.0,87.5,1,5.0,75.0,100.0,100.0,100.0,100.0,100.0,100
58359,0.0,0.0,0,0.0,,,,,,,0
58360,100.0,50.0,2,10.0,100.0,50.0,50.0,100.0,100.0,0.0,100
58361,30.0,0.0,0,0.0,50.0,25.0,,,,,0
58362,100.0,25.0,3,15.0,75.0,75.0,50.0,100.0,0.0,0.0,100
58363,100.0,0.0,1,5.0,50.0,75.0,50.0,100.0,100.0,0.0,0
58364,0.0,0.0,0,0.0,,,,,,,0
58365,0.0,0.0,3,15.0,,,,,,,0
58366,100.0,37.5,5,25.0,75.0,25.0,100.0,0.0,0.0,0.0,0
58367,0.0,0.0,0,0.0,,,,,,,0
58368,30.0,0.0,0,0.0,50.0,75.0,,,,,0
58369,30.0,0.0,0,0.0,75.0,75.0,,,,,0
58370,100.0,25.0,1,5.0,75.0,50.0,50.0,0.0,0.0,0.0,0
58371,0.0,0.0,1,5.0,,,,,,,0
58372,100.0,12.5,1,5.0,75.0,0.0,0.0,100.0,0.0,0.0,0
58373,100.0,25.0,2,10.0,50.0,50.0,0.0,100.0,0.0,0.0,0
58374,0.0,0.0,0,0.0,,,,,,,0
58375,0.0,0.0,3,15.0,,,,,,,0
58376,30.0,0.0,0,0.0,75.0,75.0,,,,,0
58377,30.0,0.0,1,5.0,75.0,50.0,,,,,0
58378,0.0,0.0,0,0.0,,,,,,,0
58379,100.0,25.0,1,5.0,100.0,25.0,50.0,100.0,0.0,0.0,0
58380,0.0,0.0,1,5.0,,,,,,,0
58381,,0.0,0,0.0,,,,,,,0
58382,100.0,25.0,1,5.0,75.0,75.0,100.0,0.0,0.0,0.0,0
58383,30.0,0.0,1,5.0,100.0,100.0,,,,,0
58384,0.0,0.0,0,0.0,,,,,,,0
58385,100.0,37.5,4,20.0,75.0,25.0,100.0,100.0,0.0,0.0,100
58386,100.0,12.5,1,5.0,75.0,0.0,50.0,100.0,100.0,0.0,0
58387,30.0,0.0,1,5.0,75.0,50.0,,,,,0
58388,30.0,0.0,0,0.0,75.0,25.0,,,,,0
58389,100.0,25.0,2,10.0,100.0,50.0,100.0,100.0,0.0,0.0,0
58390,0.0,0.0,0,0.0,,,,,,,0
58391,30.0,0.0,0,0.0,50.0,75.0,,,,,0
58392,0.0,0.0,0,0.0,,,,,,,0
58393,100.0,50.0,3,15.0,75.0,75.0,100.0,100.0,100.0,0.0,0
58394,30.0,0.0,2,10.0,100.0,75.0,,,,,0
58395,30.0,0.0,0,0.0,75.0,50.0,,,,,0
58396,30.0,0.0,3,15.0,75.0,0.0,,,,,0
58397,0.0,0.0,0,0.0,,,,,,,0
58398,0.0,0.0,0,0.0,,,,,,,0
58399,30.0,0.0,1,5.0,75.0,25.0,,,,,0
58400,100.0,37.5,2,10.0,75.0,50.0,0.0,100.0,0.0,0.0,100
58401,100.0,25.0,1,5.0,75.0,50.0,100.0,0.0,0.0,0.0,0
58402,,0.0,0,0.0,,,,,,,0
58403,30.0,0.0,0,0.0,50.0,75.0,,,,,0
58404,100.0,37.5,1,5.0,40.0,75.0,50.0,100.0,0.0,0.0,100
58405,0.0,0.0,0,0.0,,,,,,,0
58406,100.0,37.5,1,5.0,100.0,50.0,100.0,100.0,100.0,100.0,0
58407,0.0,0.0,0,0.0,,,,,,,0
58408,100.0,25.0,5,25.0,75.0,50.0,100.0,0.0,100.0,0.0,0
58409,0.0,0.0,0,0.0,,,,,,,0
58410,30.0,0.0,2,10.0,40.0,25.0,,,,,0
58411,100.0,25.0,1,5.0,75.0,75.0,100.0,100.0,100.0,0.0,0
58412,30.0,0.0,1,5.0,75.0,50.0,,,,,0
58413,30.0,0.0,1,5.0,75.0,75.0,,,,,0
58414,100.0,12.5,3,15.0,75.0,75.0,50.0,100.0,0.0,0.0,0
58415,30.0,0.0,0,0.0,50.0,75.0,,,,,0
58416,0.0,0.0,1,5.0,,,,,,,0
58417,30.0,0.0,1,5.0,50.0,50.0,,,,,0
58418,0.0,0.0,1,5.0,,,,,,,0
58419,100.0,37.5,1,5.0,75.0,50.0,50.0,100.0,0.0,0.0,100
58420,100.0,12.5,1,5.0,75.0,75.0,50.0,100.0,0.0,0.0,0
58421,100.0,12.5,3,15.0,75.0,25.0,50.0,100.0,0.0,0.0,0
58422,100.0,12.5,3,15.0,100.0,50.0,50.0,0.0,0.0,0.0,0
58423,30.0,0.0,0,0.0,40.0,25.0,,,,,0
58424,0.0,0.0,0,0.0,,,,,,,0
58425,100.0,25.0,2,10.0,75.0,75.0,0.0,100.0,100.0,0.0,0
58426,0.0,0.0,0,0.0,,,,,,,0
58427,100.0,37.5,2,10.0,75.0,50.0,100.0,100.0,0.0,0.0,0
58428,30.0,0.0,1,5.0,50.0,50.0,,,,,0
58429,0.0,0.0,1,5.0,,,,,,,0
58430,0.0,0.0,1,5.0,,,,,,,0
58431,100.0,12.5,1,5.0,75.0,75.0,100.0,100.0,100.0,0.0,0
58432,0.0,0.0,3,15.0,,,,,,,0
58433,100.0,12.5,0,0.0,75.0,75.0,50.0,0.0,0.0,0.0,0
58434,30.0,0.0,1,5.0,75.0,75.0,,,,,0
58435,0.0,0.0,1,5.0,,,,,,,0
58436,100.0,37.5,1,5.0,100.0,75.0,50.0,0.0,0.0,0.0,0
58437,0.0,0.0,0,0.0,,,,,,,0
58438,100.0,0.0,2,10.0,75.0,0.0,50.0,0.0,100.0,0.0,0
58439,100.0,37.5,1,5.0,75.0,75.0,50.0,100.0,0.0,0.0,0
58440,30.0,0.0,2,10.0,75.0,0.0,,,,,0
58441,100.0,37.5,1,5.0,50.0,50.0,100.0,0.0,0.0,0.0,0
58442,0.0,0.0,2,10.0,,,,,,,0
58443,30.0,0.0,2,10.0,50.0,25.0,,,,,0
58444,30.0,0.0,1,5.0,50.0,75.0,,,,,0
58445,0.0,0.0,0,0.0,,,,,,,0
58446,100.0,62.5,2,10.0,100.0,75.0,100.0,0.0,100.0,100.0,0
58447,30.0,0.0,0,0.0,50.0,0.0,,,,,0
58448,30.0,0.0,1,5.0,50.0,25.0,,,,,0
58449,0.0,0.0,0,0.0,,,,,,,0
58450,30.0,0.0,1,5.0,75.0,75.0,,,,,0
58451,100.0,37.5,3,15.0,75.0,50.0,100.0,0.0,0.0,0.0,0
58452,0.0,0.0,0,0.0,,,,,,,0
58453,30.0,0.0,1,5.0,75.0,25.0,,,,,0
58454,30.0,0.0,1,5.0,25.0,0.0,,,,,0
58455,100.0,12.5,1,5.0,75.0,50.0,50.0,100.0,0.0,0.0,0
58456,30.0,0.0,0,0.0,50.0,50.0,,,,,0
58457,30.0,0.0,0,0.0,75.0,25.0,,,,,0
58458,30.0,0.0,2,10.0,75.0,100.0,,,,,0
58459,0.0,0.0,1,5.0,,,,,,,0
58460,0.0,0.0,1,5.0,,,,,,,0
58461,0.0,0.0,1,5.0,,,,,,,0
58462,0.0,0.0,1,5.0,,,,,,,0
58463,100.0,50.0,1,5.0,75.0,50.0,100.0,0.0,0.0,0.0,0
58464,0.0,0.0,0,0.0,,,,,,,0
58465,100.0,0.0,1,5.0,100.0,75.0,100.0,100.0,100.0,0.0,0
58466,0.0,0.0,0,0.0,,,,,,,0
58467,100.0,25.0,3,15.0,75.0,25.0,50.0,0.0,100.0,0.0,0
58468,30.0,0.0,1,5.0,100.0,75.0,,,,,0
58469,100.0,62.5,6,30.0,100.0,25.0,100.0,100.0,0.0,0.0,100
58470,0.0,0.0,0,0.0,,,,,,,0
58471,30.0,0.0,0,0.0,75.0,50.0,,,,,0
58472,0.0,0.0,1,5.0,,,,,,,0
58473,0.0,0.0,0,0.0,,,,,,,0
58474,30.0,0.0,0,0.0,75.0,75.0,,,,,0
58475,100.0,25.0,1,5.0,50.0,0.0,50.0,0.0,100.0,0.0,0
58476,100.0,25.0,2,10.0,75.0,0.0,50.0,100.0,0.0,0.0,0
58477,100.0,50.0,2,10.0,100.0,75.0,100.0,100.0,100.0,0.0,0
58478,100.0,12.5,2,10.0,25.0,0.0,50.0,0.0,0.0,0.0,0
58479,100.0,37.5,1,5.0,50.0,50.0,100.0,0.0,0.0,0.0,100
58480,0.0,0.0,1,5.0,,,,,,,0
58481,0.0,0.0,0,0.0,,,,,,,0
58482,30.0,0.0,2,10.0,75.0,0.0,,,,,0
58483,,0.0,0,0.0,,,,,,,0
58484,100.0,37.5,2,10.0,100.0,75.0,100.0,100.0,0.0,0.0,0
58485,30.0,0.0,0,0.0,75.0,75.0,,,,,0
58486,0.0,0.0,0,0.0,,,,,,,0
58487,100.0,0.0,1,5.0,75.0,0.0,50.0,100.0,0.0,0.0,0
58488,100.0,25.0,1,5.0,50.0,50.0,,,,,0
58489,100.0,12.5,1,5.0,75.0,75.0,100.0,0.0,100.0,0.0,0
58490,100.0,12.5,2,10.0,75.0,75.0,50.0,0.0,0.0,0.0,0
58491,100.0,25.0,2,10.0,50.0,25.0,100.0,100.0,100.0,0.0,0
58492,0.0,0.0,0,0.0,,,,,,,0
58493,0.0,0.0,1,5.0,,,,,,,0
58494,100.0,25.0,2,10.0,50.0,50.0,50.0,0.0,0.0,0.0,0
58495,100.0,50.0,3,15.0,75.0,25.0,100.0,100.0,0.0,0.0,100
58496,100.0,50.0,4,20.0,100.0,75.0,100.0,100.0,0.0,0.0,0
58497,30.0,0.0,1,5.0,100.0,75.0,,,,,0
58498,0.0,0.0,0,0.0,,,,,,,0
58499,,0.0,0,0.0,,,,,,,0
58500,30.0,0.0,1,5.0,50.0,75.0,,,,,0
58501,30.0,0.0,2,10.0,40.0,25.0,,,,,0
58502,100.0,50.0,2,10.0,100.0,75.0,100.0,100.0,0.0,0.0,0
58503,100.0,50.0,3,15.0,75.0,0.0,100.0,0.0,0.0,0.0,100
58504,100.0,50.0,3,15.0,100.0,75.0,100.0,100.0,100.0,0.0,100
58505,30.0,0.0,2,10.0,75.0,75.0,,,,,0
58506,100.0,62.5,3,15.0,100.0,100.0,100.0,100.0,100.0,100.0,100
58507,100.0,37.5,1,5.0,75.0,75.0,100.0,100.0,100.0,0.0,0
58508,30.0,0.0,2,10.0,75.0,75.0,,,,,0
58509,100.0,25.0,3,15.0,75.0,75.0,100.0,100.0,100.0,0.0,0
58510,100.0,50.0,3,15.0,100.0,75.0,50.0,100.0,0.0,0.0,100
58511,100.0,37.5,1,5.0,100.0,50.0,50.0,100.0,0.0,0.0,100
58512,100.0,37.5,2,10.0,75.0,25.0,50.0,0.0,0.0,0.0,100
58513,100.0,12.5,2,10.0,75.0,75.0,50.0,100.0,100.0,0.0,0
58514,0.0,0.0,1,5.0,,,,,,,0
58515,30.0,0.0,2,10.0,75.0,25.0,,,,,0
58516,0.0,0.0,1,5.0,,,,,,,0
58517,0.0,0.0,0,0.0,,,,,,,0
58518,30.0,0.0,0,0.0,75.0,25.0,,,,,0
58519,0.0,0.0,0,0.0,,,,,,,0
58520,100.0,37.5,1,5.0,100.0,50.0,50.0,0.0,0.0,0.0,100
58521,0.0,0.0,3,15.0,,,,,,,0
58522,30.0,0.0,1,5.0,75.0,75.0,,,,,0
58523,0.0,0.0,0,0.0,,,,,,,0
58524,30.0,0.0,0,0.0,75.0,50.0,,,,,0
58525,30.0,0.0,1,5.0,100.0,50.0,,,,,0
58526,30.0,0.0,1,5.0,25.0,25.0,,,,,0
58527,30.0,0.0,1,5.0,100.0,25.0,,,,,0
58528,0.0,0.0,0,0.0,,,,,,,0
58529,100.0,62.5,1,5.0,100.0,75.0,100.0,100.0,100.0,0.0,100
58530,100.0,37.5,4,20.0,100.0,75.0,100.0,100.0,0.0,0.0,100
58531,0.0,0.0,1,5.0,,,,,,,0
58532,100.0,25.0,1,5.0,75.0,25.0,50.0,0.0,0.0,0.0,0
58533,100.0,37.5,4,20.0,100.0,75.0,100.0,100.0,100.0,0.0,0
58534,100.0,25.0,2,10.0,100.0,50.0,100.0,100.0,0.0,0.0,0
58535,100.0,0.0,1,5.0,75.0,75.0,50.0,100.0,0.0,0.0,0
58536,100.0,25.0,2,10.0,75.0,75.0,0.0,100.0,0.0,0.0,100
58537,30.0,0.0,2,10.0,50.0,25.0,,,,,0
58538,0.0,0.0,1,5.0,,,,,,,0
58539,0.0,0.0,0,0.0,,,,,,,0
58540,0.0,0.0,0,0.0,,,,,,,0
58541,100.0,12.5,1,5.0,75.0,25.0,100.0,100.0,0.0,0.0,0
58542,30.0,0.0,1,5.0,50.0,25.0,,,,,0
58543,100.0,37.5,2,10.0,50.0,0.0,100.0,100.0,0.0,0.0,0
58544,30.0,0.0,1,5.0,50.0,75.0,,,,,0
58545,100.0,25.0,2,10.0,75.0,25.0,100.0,100.0,100.0,0.0,0
58546,100.0,25.0,2,10.0,75.0,50.0,100.0,0.0,0.0,0.0,100
58547,30.0,0.0,3,15.0,100.0,75.0,,,,,0
58548,0.0,0.0,0,0.0,,,,,,,0
58549,100.0,25.0,1,5.0,100.0,100.0,50.0,100.0,0.0,0.0,0
58550,0.0,0.0,2,10.0,,,,,,,0
58551,30.0,0.0,0,0.0,100.0,50.0,,,,,0
58552,100.0,12.5,2,10.0,100.0,50.0,50.0,0.0,0.0,0.0,0
58553,30.0,0.0,1,5.0,75.0,50.0,,,,,0
58554,100.0,37.5,3,15.0,75.0,75.0,100.0,100.0,0.0,0.0,0
58555,30.0,0.0,2,10.0,75.0,75.0,,,,,0
58556,100.0,12.5,1,5.0,25.0,25.0,0.0,100.0,100.0,0.0,100
58557,100.0,37.5,2,10.0,100.0,25.0,100.0,100.0,100.0,100.0,0
58558,0.0,0.0,0,0.0,,,,,,,0
58559,30.0,0.0,3,15.0,40.0,75.0,,,,,0
58560,100.0,12.5,4,20.0,50.0,25.0,0.0,0.0,0.0,0.0,0
58561,0.0,0.0,3,15.0,,,,,,,0
58562,100.0,37.5,1,5.0,100.0,50.0,100.0,0.0,0.0,0.0,0
58563,100.0,50.0,2,10.0,100.0,25.0,100.0,100.0,0.0,0.0,100
58564,100.0,37.5,4,20.0,40.0,0.0,50.0,100.0,100.0,0.0,100
58565,0.0,0.0,1,5.0,,,,,,,0
58566,100.0,25.0,1,5.0,75.0,50.0,50.0,100.0,0.0,0.0,100
58567,30.0,0.0,1,5.0,40.0,0.0,,,,,0
58568,30.0,0.0,1,5.0,40.0,0.0,,,,,0
58569,,0.0,0,0.0,,,,,,,0
58570,100.0,50.0,3,15.0,75.0,75.0,100.0,100.0,100.0,0.0,100
58571,100.0,37.5,1,5.0,75.0,75.0,100.0,100.0,0.0,0.0,100
58572,100.0,25.0,1,5.0,75.0,50.0,50.0,0.0,100.0,0.0,0
58573,0.0,0.0,2,10.0,,,,,,,0
58574,0.0,0.0,0,0.0,,,,,,,0
58575,100.0,0.0,2,10.0,100.0,,,,,,0
58576,100.0,12.5,1,5.0,75.0,25.0,50.0,100.0,0.0,0.0,0
58577,100.0,50.0,8,40.0,100.0,50.0,50.0,100.0,0.0,0.0,100
58578,0.0,0.0,0,0.0,,,,,,,0
58579,100.0,62.5,3,15.0,100.0,50.0,50.0,0.0,100.0,0.0,100
58580,100.0,25.0,1,5.0,75.0,75.0,100.0,100.0,100.0,0.0,0
58581,30.0,0.0,1,5.0,50.0,50.0,,,,,0
58582,100.0,50.0,3,15.0,100.0,50.0,100.0,100.0,0.0,0.0,100
58583,0.0,0.0,0,0.0,,,,,,,0
58584,100.0,37.5,3,15.0,100.0,75.0,100.0,100.0,0.0,0.0,0
58585,0.0,0.0,2,10.0,,,,,,,0
58586,100.0,25.0,2,10.0,75.0,75.0,100.0,100.0,0.0,0.0,0
58587,100.0,12.5,1,5.0,75.0,25.0,50.0,100.0,0.0,0.0,0
58588,0.0,0.0,0,0.0,,,,,,,0
58589,100.0,50.0,3,15.0,75.0,50.0,100.0,100.0,100.0,0.0,100
58590,100.0,12.5,3,15.0,75.0,75.0,50.0,0.0,0.0,0.0,0
58591,100.0,62.5,2,10.0,100.0,75.0,100.0,100.0,0.0,100.0,100
58592,100.0,25.0,2,10.0,100.0,50.0,50.0,0.0,0.0,0.0,0
